Indice_Secuencia,Nodo,Fecha_Inicio,Fecha_Fin,Fecha_Objetivo,Particion
382,Villapinzon_Alta,2016-11-01,2017-10-01,2017-11-01,Train
383,Villapinzon_Alta,2016-12-01,2017-11-01,2017-12-01,Train
384,Villapinzon_Alta,2017-01-01,2017-12-01,2018-01-01,Train
385,Villapinzon_Alta,2017-02-01,2018-01-01,2018-02-01,Train
386,Villapinzon_Alta,2017-03-01,2018-02-01,2018-03-01,Train
387,Villapinzon_Alta,2017-04-01,2018-03-01,2018-04-01,Train
388,Villapinzon_Alta,2017-05-01,2018-04-01,2018-05-01,Train
389,Villapinzon_Alta,2017-06-01,2018-05-01,2018-06-01,Train
390,Villapinzon_Alta,2017-07-01,2018-06-01,2018-07-01,Train
391,Villapinzon_Alta,2017-08-01,2018-07-01,2018-08-01,Train
392,Villapinzon_Alta,2017-09-01,2018-08-01,2018-09-01,Train
393,Villapinzon_Alta,2017-10-01,2018-09-01,2018-10-01,Train
394,Villapinzon_Alta,2017-11-01,2018-10-01,2018-11-01,Train
395,Villapinzon_Alta,2017-12-01,2018-11-01,2018-12-01,Train
396,Villapinzon_Alta,2018-01-01,2018-12-01,2019-01-01,Train
397,Villapinzon_Alta,2018-02-01,2019-01-01,2019-02-01,Train
398,Villapinzon_Alta,2018-03-01,2019-02-01,2019-03-01,Train
399,Villapinzon_Alta,2018-04-01,2019-03-01,2019-04-01,Train
400,Villapinzon_Alta,2018-05-01,2019-04-01,2019-05-01,Train
401,Villapinzon_Alta,2018-06-01,2019-05-01,2019-06-01,Train
402,Villapinzon_Alta,2018-07-01,2019-06-01,2019-07-01,Train
403,Villapinzon_Alta,2018-08-01,2019-07-01,2019-08-01,Train
404,Villapinzon_Alta,2018-09-01,2019-08-01,2019-09-01,Train
405,Villapinzon_Alta,2018-10-01,2019-09-01,2019-10-01,Train
406,Villapinzon_Alta,2018-11-01,2019-10-01,2019-11-01,Train
407,Villapinzon_Alta,2018-12-01,2019-11-01,2019-12-01,Train
408,Villapinzon_Alta,2019-01-01,2019-12-01,2020-01-01,Train
409,Villapinzon_Alta,2019-02-01,2020-01-01,2020-02-01,Train
410,Villapinzon_Alta,2019-03-01,2020-02-01,2020-03-01,Train
411,Villapinzon_Alta,2019-04-01,2020-03-01,2020-04-01,Train
412,Villapinzon_Alta,2019-05-01,2020-04-01,2020-05-01,Train
413,Villapinzon_Alta,2019-06-01,2020-05-01,2020-06-01,Train
414,Villapinzon_Alta,2019-07-01,2020-06-01,2020-07-01,Train
415,Villapinzon_Alta,2019-08-01,2020-07-01,2020-08-01,Train
416,Villapinzon_Alta,2019-09-01,2020-08-01,2020-09-01,Train
417,Villapinzon_Alta,2019-10-01,2020-09-01,2020-10-01,Train
418,Villapinzon_Alta,2019-11-01,2020-10-01,2020-11-01,Train
419,Villapinzon_Alta,2019-12-01,2020-11-01,2020-12-01,Train
420,Villapinzon_Alta,2020-01-01,2020-12-01,2021-01-01,Train
421,Villapinzon_Alta,2020-02-01,2021-01-01,2021-02-01,Train
422,Villapinzon_Alta,2020-03-01,2021-02-01,2021-03-01,Train
423,Villapinzon_Alta,2020-04-01,2021-03-01,2021-04-01,Train
424,Villapinzon_Alta,2020-05-01,2021-04-01,2021-05-01,Train
425,Villapinzon_Alta,2020-06-01,2021-05-01,2021-06-01,Train
426,Villapinzon_Alta,2020-07-01,2021-06-01,2021-07-01,Train
427,Villapinzon_Alta,2020-08-01,2021-07-01,2021-08-01,Train
428,Villapinzon_Alta,2020-09-01,2021-08-01,2021-09-01,Train
429,Villapinzon_Alta,2020-10-01,2021-09-01,2021-10-01,Train
430,Villapinzon_Alta,2020-11-01,2021-10-01,2021-11-01,Train
431,Villapinzon_Alta,2020-12-01,2021-11-01,2021-12-01,Train
432,Villapinzon_Alta,2021-01-01,2021-12-01,2022-01-01,Train
433,Villapinzon_Alta,2021-02-01,2022-01-01,2022-02-01,Train
434,Villapinzon_Alta,2021-03-01,2022-02-01,2022-03-01,Train
435,Villapinzon_Alta,2021-04-01,2022-03-01,2022-04-01,Train
436,Villapinzon_Alta,2021-05-01,2022-04-01,2022-05-01,Train
437,Villapinzon_Alta,2021-06-01,2022-05-01,2022-06-01,Train
438,Villapinzon_Alta,2021-07-01,2022-06-01,2022-07-01,Train
439,Villapinzon_Alta,2021-08-01,2022-07-01,2022-08-01,Train
440,Villapinzon_Alta,2021-09-01,2022-08-01,2022-09-01,Train
441,Villapinzon_Alta,2021-10-01,2022-09-01,2022-10-01,Train
442,Villapinzon_Alta,2021-11-01,2022-10-01,2022-11-01,Train
443,Villapinzon_Alta,2021-12-01,2022-11-01,2022-12-01,Train
444,Villapinzon_Alta,2022-01-01,2022-12-01,2023-01-01,Validacion
445,Villapinzon_Alta,2022-02-01,2023-01-01,2023-02-01,Validacion
446,Villapinzon_Alta,2022-03-01,2023-02-01,2023-03-01,Validacion
447,Villapinzon_Alta,2022-04-01,2023-03-01,2023-04-01,Validacion
448,Villapinzon_Alta,2022-05-01,2023-04-01,2023-05-01,Validacion
449,Villapinzon_Alta,2022-06-01,2023-05-01,2023-06-01,Validacion
450,Villapinzon_Alta,2022-07-01,2023-06-01,2023-07-01,Validacion
451,Villapinzon_Alta,2022-08-01,2023-07-01,2023-08-01,Validacion
452,Villapinzon_Alta,2022-09-01,2023-08-01,2023-09-01,Validacion
453,Villapinzon_Alta,2022-10-01,2023-09-01,2023-10-01,Validacion
454,Villapinzon_Alta,2022-11-01,2023-10-01,2023-11-01,Validacion
455,Villapinzon_Alta,2022-12-01,2023-11-01,2023-12-01,Validacion
456,Villapinzon_Alta,2023-01-01,2023-12-01,2024-01-01,Validacion
457,Villapinzon_Alta,2023-02-01,2024-01-01,2024-02-01,Validacion
458,Villapinzon_Alta,2023-03-01,2024-02-01,2024-03-01,Validacion
459,Villapinzon_Alta,2023-04-01,2024-03-01,2024-04-01,Validacion
460,Villapinzon_Alta,2023-05-01,2024-04-01,2024-05-01,Validacion
461,Villapinzon_Alta,2023-06-01,2024-05-01,2024-06-01,Validacion
462,Villapinzon_Alta,2023-07-01,2024-06-01,2024-07-01,Prueba
463,Villapinzon_Alta,2023-08-01,2024-07-01,2024-08-01,Prueba
464,Villapinzon_Alta,2023-09-01,2024-08-01,2024-09-01,Prueba
465,Villapinzon_Alta,2023-10-01,2024-09-01,2024-10-01,Prueba
466,Villapinzon_Alta,2023-11-01,2024-10-01,2024-11-01,Prueba
467,Villapinzon_Alta,2023-12-01,2024-11-01,2024-12-01,Prueba
468,Villapinzon_Alta,2024-01-01,2024-12-01,2025-01-01,Prueba
469,Villapinzon_Alta,2024-02-01,2025-01-01,2025-02-01,Prueba
470,Villapinzon_Alta,2024-03-01,2025-02-01,2025-03-01,Prueba
471,Villapinzon_Alta,2024-04-01,2025-03-01,2025-04-01,Prueba
472,Villapinzon_Alta,2024-05-01,2025-04-01,2025-05-01,Prueba
473,Villapinzon_Alta,2024-06-01,2025-05-01,2025-06-01,Prueba
474,Villapinzon_Alta,2024-07-01,2025-06-01,2025-07-01,Prueba
475,Villapinzon_Alta,2024-08-01,2025-07-01,2025-08-01,Prueba
476,Villapinzon_Alta,2024-09-01,2025-08-01,2025-09-01,Prueba
477,Villapinzon_Alta,2024-10-01,2025-09-01,2025-10-01,Prueba
478,Villapinzon_Alta,2024-11-01,2025-10-01,2025-11-01,Prueba
479,Villapinzon_Alta,2024-12-01,2025-11-01,2025-12-01,Prueba
